КОД КП ;КОД ЗКППТР ;ВИПУСК ЄТКД ;ВИПУСК ДКХП ;ПРОФЕСІЙНА НАЗВА РОБОТИ ;
8232 ;12185 ;27 ;;Заливальник форм полімеризаційною сумішшю ;
8159 ;12187 ;20 ;;Заливальник цоколів ;
8124 ;12183 ;;40 ;Заливальник-труболиварник ;
8264 ;12194 ;47 ;;Замилювальник тканини ;
9311 ;12191 ;;6 ;Замірник дебітів свердловин ;
7111 ;12192 ;;74 ;Замірник на топографо-геодезичних і маркшейдерських роботах ;
9211 ;;;;Замірник ;
8264 ;12189 ;47 ;;Замочувальник шовку-сирцю ;
8264 ;12208 ;47 ;;Запарювач виробів з вовни ;
8264 ;12203 ;47 ;;Запарювач коконів ;
8264 ;12205 ;47 ;;Запарювач крученого шовку ;
8264 ;12207 ;47 ;;Запарювач тканини ;
8221 ;12196 ;;25 ;Запаювальник ампул ;
9322 ;12198 ;44 ;;Запаювальник колб та посудин ;
9322 ;12199 ;45 ;;Запаювальник фарфорових труб ;
7431 ;12210 ;47 ;;Заправник голкопробивного агрегата ;
8223 ;12219 ;;42 ;Заправник емалевих шлікерів ;
7136 ;12212 ;;1, 87 ;Заправник поливально-мийних машин ;
8143 ;12214 ;;17 ;Заправник рулонів картону та паперу ;
7432 ;12218 ;47 ;;Заправник текстильного устаткування ;
8154;;;;Заправник-випробувач виробів спеціальними продуктами;
8152 ;12216 ;38 ;;Заправник-знімач гальмової стрічки ;
8282 ;12223 ;;45 ;Запресувальник гнотів ;
9322 ;12221 ;;51 ;Запресувальник голок ;
8232 ;;;;Запресувальник ін'єкційного вузла ;
8159 ;12225 ;20 ;;Зарядник автоклавів ;
8163 ;12229 ;;1 ;Зарядник вогнегасників ;
8221 ;12227 ;31 ;;Зарядник інгаляторів ;
8163 ;12231 ;;1 ;Зарядник протигазових коробок ;
8163 ;12233 ;;1 ;Зарядник холодильних апаратів ;
8139 ;12240 ;44 ;;Засипальник шихти ;
7411 ;12235 ;;8 ;Засолювач м'яса й м'ясопродуктів ;
9322 ;12237 ;;9 ;Засолювач овочів ;
7411 ;12238 ;;8 ;Засолювач шкур ;
1120.4 ;;;;Заступник Генерального прокурора ;
1120.4 ;;;;Заступник Генерального прокурора–керівник Спеціалізованої антикорупційної прокуратури;
1120.4 ;;;;Заступник голови Апеляційного суду України ;
1120.4 ;;;;Заступник голови Верховного Суду ;
1110 ;- ;- ;;Заступник голови Верховної Ради України ;
1120.4 ;;;;Заступник Голови Вищої кваліфікаційної комісії суддів України;
1120.4 ;;;;Заступник Голови Вищої ради правосуддя;
1120.1 ;- ;- ;;Заступник голови державного комітету України ;
1120.4 ;;;;Заступник голови касаційного суду у складі Верховного Суду;
1120.1 ;- ;- ;;Заступник голови комітету України ;
1120.1;;;;Заступник голови Національного банку України;
1120.1;;;;Заступник голови Національної поліції;
1120.1;;;;Заступник голови Національної ради;
1110 ;- ;- ;;Заступник голови постійної комісії Верховної Ради України ;
1120.1 ;- ;- ;;Заступник голови Ради міністрів Автономної Республіки Крим ;
1120.1;;;;Заступник голови Рахункової палати;
1120.1 ;- ;- ;;Заступник голови Служби безпеки України ;
1120.4 ;;;;Заступник голови судової палати Апеляційного суду України ;
1120.1;;;;Заступник голови Фонду державного майна України;
1229.8;;;96;Заступник директора департаменту - головний бухгалтер (митні органи);
1229.1 ;;;;Заступник директора департаменту - начальник відділу ;
1120.1 ;;;;Заступник керівника головного управління, іншого органу державної виконавчої влади, підвідомчого Кабінету Міністрів України ;
1120.4;;;;Заступник керівника Спеціалізованої антикорупційної прокуратури;
1120.1 ;- ;- ;;Заступник міністра України ;
1229.8;;;96;Заступник начальника митниці - начальник митного поста;
1229.8;;;96;Заступник начальника митниці - начальник служби;
1229.8;;;96;Заступник начальника служби - начальник відділу (митні органи);
1229.1 ;;;;Заступник начальника управління (самостійного) - начальник відділу ;
